frame,true_x,true_y,true_z,est_x,est_y,est_z,vel_x,vel_y,vel_z,speed,error_m
1,1.01,0.5032384426905034,2.00761514928204,1.0134906576458227,0.5088054177495295,2.018322737435149,0.004069568679582069,0.0019070375337179792,0.005735748454190494,0.007286768263269606,0.012562975211499721
2,1.02,0.49882923312638333,1.998829315215254,1.0296155683517123,0.4863516499746835,1.9910363676902076,0.054428220083299436,-0.06897200467308919,-0.0807390218267811,0.11932459183088015,0.017574961370147076
3,1.03,0.507896064077537,2.0038371736457647,1.0349412847288586,0.511398587302188,2.007822354601959,0.06705372967045421,0.022548372349977724,-0.016047721683594834,0.07254075495599499,0.007250215925369641
4,1.04,0.49765262807032523,2.00271280021793,1.0761280628661105,0.5038727861862677,2.01367511637753,0.20427787257903698,-0.005328365671067467,0.006559614212118401,0.2044526087990899,0.03826355536313873
5,1.05,0.4976829115359377,1.9976713512321487,1.0608393225676984,0.504169268917655,1.9955913940633092,0.12910473543921988,-0.003407157114663624,-0.058971196756508505,0.14197620744099979,0.012801951711914115
6,1.06,0.5012098113578302,1.990433598776711,1.0674576874658572,0.49406128235998614,1.9883686750130185,0.14001066655850522,-0.04099576210953258,-0.08036099974813045,0.16655788645878447,0.01053482222542374
7,1.07,0.49137541083743486,1.997188562353795,1.0655459829160874,0.4922213053108015,2.018361397174326,0.11650838255443219,-0.04417929202160383,0.04642915270478881,0.13297247561004746,0.02165277672681598
8,1.08,0.4949358443983279,2.0015712366629765,1.061763941618102,0.5012033768056743,1.9872994377409423,0.08625527157629609,-0.0025512308391694924,-0.0841408546425063,0.12052453722568984,0.02398999858808065
9,1.09,0.49545987962239396,1.9929384814933235,1.0841391407521077,0.5060608705401293,1.9930759424473363,0.16937195526058724,0.01929962698987789,-0.05041294183462917,0.1777661372004367,0.012114023901057407
10,1.1,0.5073282438446077,1.9988711184975674,1.089257985495698,0.5005416442933049,2.0048689786764715,0.17105021783766006,-0.006165207284526686,0.008120506045481077,0.17135381356015056,0.014050734351131328
11,1.11,0.5003376410234396,1.9928762590689326,1.1022733796984143,0.5023830750464169,1.9939854296084059,0.20824143833706368,0.0035058729035122253,-0.04062318869047532,0.21219573804599995,0.008069369300810682
12,1.12,0.4972780863773741,2.0005546129485494,1.1132474552069993,0.5177978813285771,2.0060835773373196,0.23273474746066086,0.07589012523708877,0.021616939242922198,0.24574797221200176,0.02229861639728318
13,1.13,0.4942450321128885,2.0018784900917286,1.1103734044590903,0.49744439562011256,1.9958973806997202,0.18857257611720446,-0.028674788758409453,-0.027706602171901486,0.1927420965376539,0.02076566514554689
14,1.1400000000000001,0.49699680655040596,1.9985415312510335,1.1467263343229184,0.4894896566205744,1.9972571859711814,0.3386184343143398,-0.0640372250589504,-0.01671419678466051,0.3450254695307317,0.010161221200747285
15,1.15,0.496991466938853,2.0092613909225445,1.1552306749960757,0.5046054634730082,1.9972271947502949,0.33677249678352744,0.017884343453612186,-0.013610217533200505,0.3375215583512834,0.01517085302970428
16,1.16,0.4999325138763103,1.9947114453552206,1.1572138285350484,0.49574439248845187,1.988659040802823,0.3016903427767525,-0.027759610301819785,-0.05346714379254636,0.3076465412680535,0.007869861057060022
17,1.17,0.5041127245605159,1.9938957817501448,1.186502452928331,0.50740156670167,1.9816035899682634,0.4069819653126117,0.03454185146737031,-0.08164345398105116,0.41652504506988025,0.02083855595005969
18,1.18,0.5010443179750238,1.9902016493806012,1.1898315691911892,0.521464765172859,1.9992544198774094,0.36882253326547415,0.10247558915217088,0.01858961071550183,0.38324519702535115,0.024405062388541385
19,1.19,0.49335906975550786,2.0009843061793458,1.1764053543020274,0.49063639189627967,2.0128554754290326,0.24853870604841682,-0.0659748186560685,0.08741685151938065,0.27159873164373194,0.018252452595014353
20,1.2,0.5036923328999771,2.00085684140595,1.1924420607270536,0.5069666093422448,2.009032084142725,0.29168211047270387,0.02520112253101975,0.0592645521296799,0.29870694214524984,0.011605081907471802
21,1.21,0.4994217585880588,1.9984944815220536,1.200816391730077,0.4993288084625192,1.9685908806039856,0.2904204299947355,-0.01664944333957839,-0.1539100994405152,0.32910416106703083,0.031282145841491006
22,1.22,0.49260739004816284,1.9964007789580265,1.2098042664959232,0.4905811397764132,1.9827373338348822,0.29210277608631197,-0.0595306705465235,-0.062436284092602115,0.304575478501374,0.01716823824634011
23,1.23,0.49769680614520106,2.0052856111310944,1.2447134503460282,0.4837058793588379,1.9996621241707575,0.4266302655141042,-0.0877689086154869,0.033208804678061116,0.436829016298522,0.021067872674275658
24,1.24,0.5017180914478423,1.9911847992231864,1.2423539945218325,0.5140530764301275,1.9782336687322333,0.35339515799495413,0.07900199291479902,-0.07952429337505565,0.37074730722635124,0.018039537846511335
25,1.25,0.501620419846974,1.9980745885979183,1.2611873480446043,0.5026310252937515,1.9874912105254254,0.3970661144699764,0.011580275108610469,-0.021346041766385403,0.3978080636826858,0.015433274800426871
26,1.26,0.4966153899984702,2.0030583814442044,1.265229147270483,0.49887606827696485,1.996429753549082,0.35905859718976174,-0.008764827085558377,0.028546182016765415,0.360298186114576,0.008740329240209036
27,1.27,0.5051549976124797,2.004656400595581,1.2711083665197378,0.5011332041920142,2.0052736942687432,0.3344210434842329,0.004149927845523885,0.07207388664472718,0.34212468686472075,0.004217149527572077
28,1.28,0.4958039123838868,1.998453938120744,1.286359019258519,0.5110270739501571,1.987406684471903,0.36046974216443173,0.05481714301684815,-0.027015746256971965,0.36561346355193564,0.019855064522303043
29,1.29,0.5016563171570179,2.0048777256356116,1.3105152851056254,0.48408836179437753,2.0022898270713045,0.4289304433816371,-0.08978442406675155,0.05354620704311851,0.44148585974328847,0.02713313836562149
30,1.3,0.49760412881077354,1.9990717051166809,1.3070775869918996,0.49920060484762807,1.9935512992477875,0.3472729691629656,-0.00159752666457183,0.0033467629301249524,0.34729276990000313,0.0091167896938269
31,1.31,0.49446832512996985,1.9940189668795967,1.3085906297792047,0.4901355104591098,1.9884703229404435,0.30007204194608245,-0.04759205587957473,-0.022404327457177867,0.304647645698017,0.007179627912001191
32,1.32,0.504062629111971,2.006781200142854,1.3278588848898887,0.5063986360264141,1.9990687781785383,0.3492525098051078,0.0417524224174228,0.035263086592283846,0.3535025681079343,0.011256129555602328
33,1.33,0.4996399493920983,2.00501766448946,1.339034278072945,0.5030506804541733,2.01229947277551,0.3510566247621497,0.02016609080216321,0.09966449346216892,0.3654865746709509,0.012094461484162156
34,1.34,0.5018081801252382,1.9967744012269744,1.3465860402600798,0.4941749477420969,1.992749024322309,0.3338400456096245,-0.027359746736494602,-0.011601911891020028,0.33516016492663364,0.010855681560687067
35,1.35,0.501806978027542,2.00769018283233,1.3574924723372128,0.5069345020567649,2.0064746416571415,0.3355859327276724,0.0414196951251423,0.06026323518032396,0.34346057547171355,0.00916003191821593
36,1.3599999999999999,0.49982086980445023,2.00782321827907,1.3616735475248454,0.5123170534433817,2.002347043408445,0.30253231526382,0.06442974145182705,0.03232088223872386,0.31100101734741337,0.013745685070940619
37,1.37,0.4869012744795513,2.004109512521876,1.3752252721138383,0.486849806014932,2.0020339660778927,0.3211392276881193,-0.07327411680746185,0.02696856630771663,0.33049478562108814,0.005622633787437818
38,1.38,0.5004352353411908,1.9985049632476706,1.3906452023254592,0.5070290048774118,2.0063890302909386,0.3470750445579154,0.03845481903402681,0.046021607057680075,0.35221846626488823,0.014797183596532973
39,1.3900000000000001,0.5004588038826775,1.9900621554269955,1.4030016754402246,0.5011893629703726,1.9976326162957732,0.35420130330339894,0.004277400554355736,-0.00428372888682025,0.35425303068640723,0.015062840323101206
40,1.4,0.49890164056081243,2.0017855628575587,1.398114878438965,0.502088668478302,2.000280622081371,0.27215408938935215,0.00841686723685704,0.00946103524589054,0.2724485331459032,0.003996958466955785
41,1.4100000000000001,0.5073894702237076,1.9974086489086318,1.4107115568137685,0.5125969066949165,1.9899984664203267,0.288872033801048,0.061176675942985474,-0.04446674337520991,0.298608320142262,0.009084850698326293
42,1.42,0.49595753198553405,1.9974912147820774,1.4395086325088706,0.4878768882165491,1.9855636742471907,0.3865157950344398,-0.0723096339395138,-0.06222370116362054,0.398114219738596,0.024251799300232663
43,1.43,0.5045770105885103,2.001643755548298,1.442356197804337,0.5105667200964461,2.006145947412119,0.3401690922320136,0.05187076517704321,0.05008591632701087,0.3477271726574161,0.014450673885601915
44,1.44,0.4973511989811648,2.002566337165567,1.4468025218430272,0.4982819455696515,1.9945880464891972,0.3071220935005314,-0.016878471127633646,-0.014703891464207294,0.3079367914490678,0.010525859335630952
45,1.45,0.5004853877467402,2.0048432249526646,1.4512088464606034,0.49399965996676226,2.013123510954611,0.27759359001500966,-0.036907541298165106,0.08161162228185362,0.29168617504704086,0.010587214500297874
46,1.46,0.49648973453061324,1.998361689267011,1.4586635193398305,0.48855082779740844,1.9966078659807893,0.26706604242449566,-0.06049390470208224,-0.01226398274056495,0.2741061633656711,0.008239436679338286
47,1.47,0.49803945923433923,1.9926824252593394,1.473663959762355,0.49198418925183457,1.9852870808619605,0.2963804727392271,-0.03585143285230405,-0.06893551085533756,0.3063964988631191,0.010236308634318455
48,1.48,0.5014806013853229,2.0013052763608994,1.4825166141357171,0.5029786430504773,1.9952736366957755,0.2909888650678288,0.024719766484894636,-0.010130590216792038,0.2922126200332069,0.0067050840851197125
49,1.49,0.5000255672832123,1.9988270643331243,1.4857825817136798,0.5024520171063067,1.9851000354496817,0.25771188852281157,0.01949589882061705,-0.06089080852424477,0.26552438328627004,0.014563845567453982
50,1.5,0.4929231462897479,1.9978967733861732,1.4865304455952189,0.48698998807231125,1.994844647785033,0.21547670966160315,-0.06147863813500669,-0.0040068216967367384,0.22411133388036258,0.015031524639291619
51,1.51,0.4982864274173662,1.9959886136538918,1.5116499416834803,0.5109304162810107,2.0038269159010906,0.30272423402201026,0.06808207600977254,0.04254353071855486,0.3131885740955661,0.01496769000418214
52,1.52,0.49919357144167,2.002020254284073,1.5186473359852033,0.5000539434221255,1.99297381006855,0.2875463389339617,0.00500378369762064,-0.017573023285577798,0.28812626751654,0.009187387704143493
53,1.53,0.5094309295060526,2.0008728890641594,1.5296948477729206,0.5060666562399432,2.003213160688648,0.29476985414395884,0.03522905190097189,0.03681099475321428,0.2991411077478542,0.004109540578597087
54,1.54,0.5012877519536139,1.9996277704211691,1.5323239597977283,0.5065420973226983,2.0141538382789235,0.2582086202274802,0.03365132931885749,0.08848098922306352,0.2750145250320375,0.017249243051583305
55,1.55,0.4904061439235048,1.999867430622754,1.5482988720419273,0.49543934496568837,2.007566616759827,0.2939868705504827,-0.02692930760532576,0.044581889350787156,0.2985649217879662,0.009354379521596904
56,1.56,0.5003011510497052,2.0123162105624264,1.5561520084271934,0.5019185582432725,2.012181913038037,0.2842718698804089,0.009134996674816317,0.06266576562082424,0.29124035151468475,0.004176252027745878
57,1.57,0.4990381951760944,2.0015077367116683,1.5705623287783796,0.49215349557727217,2.0027258327908513,0.309124057698024,-0.04177168192345,0.006741185820337212,0.3120064102621442,0.0070142041800290884
58,1.58,0.4998264411514738,1.9941566098119023,1.5846564330675736,0.5124715985448254,2.003685898059119,0.32949084153877267,0.06667335701310001,0.010281868432406822,0.33632613340593415,0.01650423306045963
59,1.5899999999999999,0.505714114072575,2.0037596651634337,1.6102463252895571,0.4993962935636763,2.0117973902841935,0.40605271364350354,-0.007690045060474132,0.04989466258088948,0.40917895889738276,0.022681128032576332
60,1.6,0.5039551597352152,1.9954530627260263,1.6035680602023952,0.5237517004849894,1.9894248407309838,0.309051968806785,0.11724002920383884,-0.0705306329359531,0.33798360027287294,0.020999369983094752
61,1.6099999999999999,0.5070139715546805,1.9929907446860387,1.6025478349475841,0.5030795420273373,1.9729250687502502,0.25180490290200425,-0.0019296416554201445,-0.14715691365523983,0.29165834443564587,0.021763406223157183
62,1.62,0.5029342854690013,2.01095227812905,1.6144290358185753,0.4959669006306002,2.008825187017206,0.2669888089432279,-0.038459381012974615,0.05268705161461726,0.2748419063692179,0.00917085655733341
63,1.63,0.49504731837434657,1.9971685113519861,1.6325856952292928,0.512233087892961,2.006998420718236,0.31254640344963464,0.048510054647112624,0.03731642585469192,0.3184823312991419,0.019966562345942573
64,1.6400000000000001,0.5004982568254382,1.997482621729419,1.6349453989347118,0.4933330952494741,2.002879368993331,0.27236951055522796,-0.053761943373150704,0.0118813817899228,0.2778788658185257,0.010296281531185366
65,1.65,0.4922466828446693,2.0003428148740303,1.637394123392739,0.5089812535194335,2.01140403272591,0.23726047160360075,0.031837952361899215,0.05374724965680775,0.24534659859438204,0.02369186613740908
66,1.6600000000000001,0.49468848143136945,2.002367962153176,1.6544670118348288,0.4802752711546471,2.015684063117919,0.28085614632855316,-0.11841198168331737,0.0690792644094483,0.31252762615174745,0.02038806350343701
67,1.67,0.495402878828831,2.0077496720250876,1.6684364261372797,0.5051594638544842,1.9939842085362627,0.30374520796540705,0.02185183778333341,-0.049932399222484394,0.3085966601707981,0.016944724832500327
68,1.6800000000000002,0.4960837335383188,1.9983896924189717,1.6743890325628128,0.4969553696204367,1.9983064150266174,0.28315049153509725,-0.022429006361487078,-0.022685830196207374,0.2849419380762017,0.0056788766639982655
69,1.69,0.5040675860868483,1.9938456784178302,1.685358974488597,0.5091175389380612,1.984368159394901,0.29048154528765885,0.042159860109580796,-0.09147785685417474,0.30744947593352395,0.011698910565815592
70,1.7000000000000002,0.5011372996730207,2.006535713771412,1.6982691984498062,0.5030544906229665,2.0090354204731304,0.3068772395609076,0.006430690438268459,0.04456923741215647,0.31016352278038223,0.003594416328045955
71,1.71,0.4919625838271939,2.0009231692926615,1.7163839635095897,0.4826361025227447,1.9877083588470754,0.34787781114694466,-0.09839845001326658,-0.06924643759226254,0.368098214574075,0.017388773928221125
72,1.72,0.5012994139712421,2.0039091143588865,1.7323598205320472,0.5023926530575705,1.9954488917060613,0.37317476843200265,0.013610763278360749,-0.021897825709764458,0.37406440012665415,0.015017846137834431
73,1.73,0.4938152464456096,1.9933977169345787,1.74545474643227,0.49567569208673595,2.0042551922834346,0.3806786714602621,-0.021948804521123508,0.025589537608944567,0.3821685823817759,0.018978809662894173
74,1.74,0.5026097078280845,2.001484923366166,1.7422631753235145,0.5206569231665661,2.0177802224022283,0.30413402863836914,0.10798229795759327,0.09164488236018771,0.3354943643503113,0.024420497838766354
75,1.75,0.5012524642517294,2.0017322410474847,1.7479485020556706,0.5121686428274896,2.0093274986891347,0.28142905160525994,0.05247132796613376,0.03804183458545526,0.2887953125045363,0.013455836546142982
76,1.76,0.49659987639210756,2.001161268485805,1.7721927134817295,0.48941414653424137,2.0082594900031134,0.3558518987711962,-0.06959144836846083,0.027962434782382674,0.3636694121094663,0.01583293164093621
77,1.77,0.5014653623664934,1.996428242909868,1.78089910739673,0.4841590334685993,1.9867967634855344,0.3426022749183648,-0.08854377118638998,-0.08487182062455373,0.3638949630474061,0.02260674584872628
78,1.78,0.5093288725557238,2.002369164604559,1.7625764725034208,0.5043216837813062,2.0072176314639996,0.1931007247159655,0.02435354961685285,0.028554895832557187,0.19671392259008968,0.018765896747392593
79,1.79,0.4940434825139868,2.003282768043169,1.8015985013980864,0.49576835650013595,2.018490525422459,0.3527973526980116,-0.02177838611961771,0.08252170741939144,0.3629739692706792,0.019203549397360367
80,1.8,0.4951265916488634,2.0039354230187123,1.7886743496226725,0.4796330768375389,2.0050118966879587,0.22993682362925602,-0.10120105145323773,0.004179552960013558,0.2512569687369845,0.019221814514732278
81,1.81,0.505792977895037,1.9958965884082414,1.8122294773379188,0.5027798271584941,1.9779655536525909,0.30680625043516874,0.028571088119796875,-0.13441461736200286,0.3361750611556579,0.01831861495773543
82,1.82,0.5048168806462217,2.0020639046346824,1.8194266355750177,0.49290915815950886,2.0054044207227566,0.2917274295087011,-0.02447193466132023,0.020423054195515322,0.29346357500803244,0.012380696641105587
83,1.83,0.5041103007999724,2.0094839649132696,1.8332350064503178,0.4944604996079425,2.0045129831674604,0.3120215821915927,-0.013345378309808044,0.013539394634065558,0.3126001952696666,0.011326720147353673
84,1.8399999999999999,0.4987730594199856,1.9962313191782126,1.8307608055021212,0.49775333975657593,2.0057061570972907,0.24715454055491648,0.005402411960057406,0.017994662017152163,0.24786762764227516,0.013273096728133059
85,1.85,0.49555242785187237,1.9959209485751728,1.8400295914189484,0.5003425876257208,1.9921040468063953,0.24951141449964967,0.01841285853988672,-0.05337489805681299,0.2558199739422257,0.01170142799168553
86,1.8599999999999999,0.49961449145292947,2.001705759874083,1.8517104171273329,0.49877741708203766,1.9912497181422044,0.26403604605207376,0.008734881070527906,-0.05166815975095042,0.2691856803289856,0.013369618035082598
87,1.87,0.5013834539966501,2.00413591624518,1.864067854098497,0.49036632046959133,2.020374644383266,0.28046820022229146,-0.03472766396624621,0.10252163449698776,0.3006311818830805,0.020500338477509008
88,1.88,0.5000650094593896,2.0072676703857866,1.8796647197002228,0.49268285474496804,2.0108418976538154,0.3115548047381955,-0.018635550593459286,0.04237529130988045,0.3149751504721821,0.008208758838618397
89,1.8900000000000001,0.49867671583381024,2.013600845832948,1.8889968008390807,0.49602203876538287,2.0189919929878988,0.30722705679778783,0.0008823562216911732,0.07876858674546769,0.3171651513628371,0.0060924696585570115
90,1.9,0.5031283367388251,1.9957142122179186,1.9067472148343052,0.49764794709873383,1.9931121055720502,0.34613116345325273,0.009462786805253918,-0.0621570016646949,0.3517951385445355,0.009073617670144635
91,1.9100000000000001,0.4946455375096944,2.0024123620762158,1.9083440357483925,0.47422827435433534,1.987626766621662,0.2983724646345216,-0.11029803308658927,-0.08333118356966711,0.328840189012795,0.02526303001034328
92,1.92,0.4988826860733707,2.0035700024704606,1.93207820514909,0.5106902181268049,1.999392006406273,0.3685305856473836,0.08820401734564434,-0.014123388090695313,0.37920207188868926,0.01739989953789238
93,1.9300000000000002,0.5023661881228677,1.9996358554367157,1.9366802122046236,0.5063493738799422,2.027098391746937,0.3333065384280608,0.05660178591529847,0.1283067136646328,0.3616070014520124,0.02854263310320882
94,1.94,0.49576603140965797,1.9924257638765708,1.9508518580970993,0.4958943671056315,1.9878265195452374,0.3505567487155697,-0.0026984398410015084,-0.08594978068967227,0.36094969240630936,0.01178695646168864
95,1.9500000000000002,0.4977674252396649,2.004281993971617,1.9368624657630613,0.49939363743829257,1.9955080556906382,0.2226242866106303,0.015547952226429906,-0.037315548159972844,0.22626480491187015,0.015881478674863246
96,1.96,0.501070468720651,1.9937713061064402,1.9456169383617035,0.4951472210332927,1.9841040163626402,0.22492239436519929,-0.0076781213349628105,-0.09100388917796479,0.24275655476160463,0.01831430632722439
97,1.97,0.500865904629256,2.001926586898644,1.9832257329011906,0.5080878057268748,1.9995985637025515,0.373852730590562,0.05906929151791949,-0.0016609941574051434,0.37849412713018316,0.015247805030199294
98,1.98,0.49558071281899435,2.0007686255297275,1.9949020375070519,0.49782023345967097,1.992943131707502,0.37399330369722467,0.0002124027662973038,-0.03492036584026394,0.3756201116496793,0.01698012155796558
99,1.99,0.50029104359223,1.9942851485108468,2.005467495150745,0.5048398289052156,1.9847513265993189,0.3682352504839767,0.035755442186145826,-0.07214811927295561,0.3769363374093144,0.018730419490836037
